,ds,opt,randomseed,cls,resampling,grp,gmean,config,cls_grp,cls_resampler
294,yeast-1-4-5-8_vs_7,TPE,9,SVM,InstanceHardnessThreshold,Under Resampling,0.6742119709651597,"{'classifier': {'C': 190.3857211193496, 'coef0': -0.8455305027943326, 'degree': 3, 'gamma': 'auto', 'gamma_value': 0.45055916418462727, 'kernel': 'sigmoid', 'name': 'SVM', 'probability': False, 'random_state': 9, 'shrinking': False, 'tol': 0.06229055108301619}, 'sub': {'cv': 8, 'estimator': None, 'random_state': 9, 'smo_grp': 'UNDER', 'type': 'InstanceHardnessThreshold'}}",SVM-Under Resampling,SVM-InstanceHardnessThreshold
295,vehicle1,TPE,29,SVM,RandomUnderSampler,Under Resampling,0.8603442493094544,"{'classifier': {'C': 44.34708095681374, 'coef0': 0.8919317320296027, 'degree': 2, 'gamma': 'scale', 'gamma_value': 0.7213655626816293, 'kernel': 'poly', 'name': 'SVM', 'probability': False, 'random_state': 29, 'shrinking': False, 'tol': 0.053546805037016074}, 'sub': {'random_state': 29, 'replacement': False, 'smo_grp': 'UNDER', 'type': 'RandomUnderSampler'}}",SVM-Under Resampling,SVM-RandomUnderSampler
296,vehicle0,TPE,59,SVM,TomekLinks,Under Resampling,0.9853987390417436,"{'classifier': {'C': 13.747789248743937, 'coef0': 0.47377636731649614, 'degree': 3, 'gamma': 'scale', 'gamma_value': 1.1930260207496233, 'kernel': 'poly', 'name': 'SVM', 'probability': True, 'random_state': 59, 'shrinking': True, 'tol': 0.08415595386523772}, 'sub': {'smo_grp': 'UNDER', 'type': 'TomekLinks'}}",SVM-Under Resampling,SVM-TomekLinks
297,yeast4,TPE,29,KNN,SMOTETomek,Combine Resampling,0.8581045404997025,"{'classifier': {'algorithm': 'ball_tree', 'n_neighbors': 44, 'name': 'KNN', 'p': 3, 'random_state': 29, 'weights': 'distance'}, 'sub': {'random_state': 29, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",KNN-Combine Resampling,KNN-SMOTETomek
298,yeast6,TPE,39,LR,BorderlineSMOTE,Over Resampling,0.8954780685958893,"{'classifier': {'C': 77.36887810903208, 'l1_ratio': 0.6766218078189983, 'name': 'LR', 'penalty_solver': 'l2+sag', 'random_state': 39, 'tol': 0.04349974187324592}, 'sub': {'k_neighbors': 9, 'kind': 'borderline-2', 'm_neighbors': 7, 'random_state': 39, 'smo_grp': 'OVER', 'type': 'BorderlineSMOTE'}}",LR-Over Resampling,LR-BorderlineSMOTE
299,wisconsin,TPE,39,LR,RepeatedEditedNearestNeighbours,Under Resampling,0.9809014177841858,"{'classifier': {'C': 26.08150656179407, 'l1_ratio': 0.561726727630242, 'name': 'LR', 'penalty_solver': 'none+saga', 'random_state': 39, 'tol': 0.003368975603944193}, 'sub': {'kind_sel': 'all', 'n_neighbors': 15, 'smo_grp': 'UNDER', 'type': 'RepeatedEditedNearestNeighbours'}}",LR-Under Resampling,LR-RepeatedEditedNearestNeighbours
300,yeast5,TPE,59,LR,RepeatedEditedNearestNeighbours,Under Resampling,0.9785524098979068,"{'classifier': {'C': 1.817145268194869, 'l1_ratio': 0.04218272991483685, 'name': 'LR', 'penalty_solver': 'l2+lbfgs', 'random_state': 59, 'tol': 0.02047264275750121}, 'sub': {'kind_sel': 'all', 'n_neighbors': 12, 'smo_grp': 'UNDER', 'type': 'RepeatedEditedNearestNeighbours'}}",LR-Under Resampling,LR-RepeatedEditedNearestNeighbours
301,shuttle-c0-vs-c4,TPE,9,RF,ClusterCentroids,Under Resampling,1.0,"{'classifier': {'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 18, 'min_samples_split': 13, 'n_estimators': 82, 'name': 'RF', 'random_state': 9}, 'sub': {'estimator': 'KMeans', 'random_state': 9, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'hard'}}",RF-Under Resampling,RF-ClusterCentroids
302,yeast5,TPE,39,LR,ADASYN,Over Resampling,0.9796314277762722,"{'classifier': {'C': 4.416995778305846, 'l1_ratio': 0.9733385665411982, 'name': 'LR', 'penalty_solver': 'none+newton-cg', 'random_state': 39, 'tol': 0.07187533458169462}, 'sub': {'n_neighbors': 8, 'random_state': 39, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",LR-Over Resampling,LR-ADASYN
303,vehicle2,TPE,29,RF,SVMSMOTE,Over Resampling,0.9921376257296364,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 15, 'n_estimators': 121, 'name': 'RF', 'random_state': 29}, 'sub': {'k_neighbors': 9, 'm_neighbors': 8, 'out_step': 0.6304096644589139, 'random_state': 29, 'smo_grp': 'OVER', 'type': 'SVMSMOTE'}}",RF-Over Resampling,RF-SVMSMOTE
304,shuttle-c0-vs-c4,TPE,59,RF,SMOTENC,Over Resampling,1.0,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': None, 'min_samples_leaf': 16, 'min_samples_split': 5, 'n_estimators': 149, 'name': 'RF', 'random_state': 59}, 'sub': {'categorical_features': True, 'k_neighbors': 7, 'random_state': 59, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",RF-Over Resampling,RF-SMOTENC
305,vehicle3,TPE,29,SVM,SMOTEENN,Combine Resampling,0.8435976089740972,"{'classifier': {'C': 89.9966430284435, 'coef0': 0.7983852810397156, 'degree': 2, 'gamma': 'auto', 'gamma_value': 6.553799217589195, 'kernel': 'poly', 'name': 'SVM', 'probability': True, 'random_state': 29, 'shrinking': False, 'tol': 0.03135337218508405}, 'sub': {'random_state': 29, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",SVM-Combine Resampling,SVM-SMOTEENN
306,vehicle0,TPE,9,SVM,SMOTENC,Over Resampling,0.9871350707452184,"{'classifier': {'C': 12.763129117122205, 'coef0': -0.6214115929127139, 'degree': 3, 'gamma': 'scale', 'gamma_value': 6.841103989125405, 'kernel': 'rbf', 'name': 'SVM', 'probability': True, 'random_state': 9, 'shrinking': False, 'tol': 0.08037223169166317}, 'sub': {'categorical_features': True, 'k_neighbors': 8, 'random_state': 9, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",SVM-Over Resampling,SVM-SMOTENC
307,wisconsin,TPE,59,RF,RandomOverSampler,Over Resampling,0.9810538132896524,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 1, 'min_samples_leaf': 9, 'min_samples_split': 16, 'n_estimators': 106, 'name': 'RF', 'random_state': 59}, 'sub': {'random_state': 59, 'smo_grp': 'OVER', 'type': 'RandomOverSampler'}}",RF-Over Resampling,RF-RandomOverSampler
308,shuttle-c0-vs-c4,TPE,39,RF,SMOTE,Over Resampling,1.0,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 2, 'min_samples_split': 15, 'n_estimators': 126, 'name': 'RF', 'random_state': 39}, 'sub': {'k_neighbors': 4, 'random_state': 39, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",RF-Over Resampling,RF-SMOTE
309,vehicle0,TPE,39,SVM,SVMSMOTE,Over Resampling,0.9849621485204072,"{'classifier': {'C': 9.880742788963122, 'coef0': 0.644986090992779, 'degree': 2, 'gamma': 'auto', 'gamma_value': 1.2120439727350187, 'kernel': 'rbf', 'name': 'SVM', 'probability': True, 'random_state': 39, 'shrinking': False, 'tol': 0.07860610303635047}, 'sub': {'k_neighbors': 7, 'm_neighbors': 3, 'out_step': 0.5701939587869904, 'random_state': 39, 'smo_grp': 'OVER', 'type': 'SVMSMOTE'}}",SVM-Over Resampling,SVM-SVMSMOTE
310,vowel0,TPE,39,RF,RandomUnderSampler,Under Resampling,0.9473498022787622,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 138, 'name': 'RF', 'random_state': 39}, 'sub': {'random_state': 39, 'replacement': False, 'smo_grp': 'UNDER', 'type': 'RandomUnderSampler'}}",RF-Under Resampling,RF-RandomUnderSampler
311,pima,TPE,59,RF,RandomOverSampler,Over Resampling,0.7728060653624604,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 11, 'min_samples_split': 13, 'n_estimators': 107, 'name': 'RF', 'random_state': 59}, 'sub': {'random_state': 59, 'smo_grp': 'OVER', 'type': 'RandomOverSampler'}}",RF-Over Resampling,RF-RandomOverSampler
312,yeast5,TPE,9,LR,BorderlineSMOTE,Over Resampling,0.9792757696289563,"{'classifier': {'C': 93.68174890542157, 'l1_ratio': 0.045137795959833284, 'name': 'LR', 'penalty_solver': 'l2+lbfgs', 'random_state': 9, 'tol': 0.01355261104312317}, 'sub': {'k_neighbors': 6, 'kind': 'borderline-1', 'm_neighbors': 6, 'random_state': 9, 'smo_grp': 'OVER', 'type': 'BorderlineSMOTE'}}",LR-Over Resampling,LR-BorderlineSMOTE
313,yeast6,TPE,9,KNN,SVMSMOTE,Over Resampling,0.8924337981108871,"{'classifier': {'algorithm': 'ball_tree', 'n_neighbors': 25, 'name': 'KNN', 'p': 1, 'random_state': 9, 'weights': 'distance'}, 'sub': {'k_neighbors': 5, 'm_neighbors': 6, 'out_step': 0.9389332158042056, 'random_state': 9, 'smo_grp': 'OVER', 'type': 'SVMSMOTE'}}",KNN-Over Resampling,KNN-SVMSMOTE
314,vehicle1,TPE,59,SVM,RandomUnderSampler,Under Resampling,0.8605225241016384,"{'classifier': {'C': 77.06804819391388, 'coef0': 0.6845619484065346, 'degree': 2, 'gamma': 'scale', 'gamma_value': 1.4547658375882713, 'kernel': 'poly', 'name': 'SVM', 'probability': False, 'random_state': 59, 'shrinking': True, 'tol': 0.011905946261382026}, 'sub': {'random_state': 59, 'replacement': False, 'smo_grp': 'UNDER', 'type': 'RandomUnderSampler'}}",SVM-Under Resampling,SVM-RandomUnderSampler
315,vehicle3,TPE,59,SVM,SMOTENC,Over Resampling,0.8471949944229678,"{'classifier': {'C': 17.431809442673345, 'coef0': 0.5647761651038182, 'degree': 2, 'gamma': 'auto', 'gamma_value': 7.264319595187864, 'kernel': 'poly', 'name': 'SVM', 'probability': False, 'random_state': 59, 'shrinking': True, 'tol': 0.007324173378245834}, 'sub': {'categorical_features': True, 'k_neighbors': 9, 'random_state': 59, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",SVM-Over Resampling,SVM-SMOTENC
316,yeast4,TPE,59,RF,EditedNearestNeighbours,Under Resampling,0.8975700462535009,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'log2', 'min_samples_leaf': 18, 'min_samples_split': 16, 'n_estimators': 116, 'name': 'RF', 'random_state': 59}, 'sub': {'kind_sel': 'all', 'n_neighbors': 12, 'smo_grp': 'UNDER', 'type': 'EditedNearestNeighbours'}}",RF-Under Resampling,RF-EditedNearestNeighbours
317,pima,TPE,9,RF,RandomUnderSampler,Under Resampling,0.7727675879978211,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 14, 'min_samples_split': 19, 'n_estimators': 103, 'name': 'RF', 'random_state': 9}, 'sub': {'random_state': 9, 'replacement': True, 'smo_grp': 'UNDER', 'type': 'RandomUnderSampler'}}",RF-Under Resampling,RF-RandomUnderSampler
318,vowel0,TPE,9,RF,SVMSMOTE,Over Resampling,0.9595137744274792,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': None, 'min_samples_leaf': 13, 'min_samples_split': 4, 'n_estimators': 45, 'name': 'RF', 'random_state': 9}, 'sub': {'k_neighbors': 4, 'm_neighbors': 2, 'out_step': 0.3247599845557617, 'random_state': 9, 'smo_grp': 'OVER', 'type': 'SVMSMOTE'}}",RF-Over Resampling,RF-SVMSMOTE
319,vehicle2,TPE,59,RF,SVMSMOTE,Over Resampling,0.9906529308384828,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 15, 'n_estimators': 52, 'name': 'RF', 'random_state': 59}, 'sub': {'k_neighbors': 6, 'm_neighbors': 7, 'out_step': 0.8725381270051368, 'random_state': 59, 'smo_grp': 'OVER', 'type': 'SVMSMOTE'}}",RF-Over Resampling,RF-SVMSMOTE
320,vehicle3,TPE,39,SVM,SMOTENC,Over Resampling,0.8513434672378404,"{'classifier': {'C': 12.258445766977756, 'coef0': 0.6866822240646469, 'degree': 2, 'gamma': 'scale', 'gamma_value': 1.05246413864904, 'kernel': 'poly', 'name': 'SVM', 'probability': False, 'random_state': 39, 'shrinking': False, 'tol': 0.030529021996935204}, 'sub': {'categorical_features': True, 'k_neighbors': 2, 'random_state': 39, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",SVM-Over Resampling,SVM-SMOTENC
321,vehicle2,TPE,9,RF,BorderlineSMOTE,Over Resampling,0.9913327804440126,"{'classifier': {'bootstrap': False, 'class_weight': None, 'criterion': 'gini', 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 50, 'name': 'RF', 'random_state': 9}, 'sub': {'k_neighbors': 4, 'kind': 'borderline-2', 'm_neighbors': 8, 'random_state': 9, 'smo_grp': 'OVER', 'type': 'BorderlineSMOTE'}}",RF-Over Resampling,RF-BorderlineSMOTE
322,wisconsin,TPE,9,RF,NeighbourhoodCleaningRule,Under Resampling,0.9820411393257192,"{'classifier': {'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 84, 'name': 'RF', 'random_state': 9}, 'sub': {'n_neighbors': 8, 'smo_grp': 'UNDER', 'threshold_cleaning': 0.5136149645244137, 'type': 'NeighbourhoodCleaningRule'}}",RF-Under Resampling,RF-NeighbourhoodCleaningRule
323,vehicle2,TPE,39,RF,ADASYN,Over Resampling,0.9913952021801228,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 20, 'name': 'RF', 'random_state': 39}, 'sub': {'n_neighbors': 8, 'random_state': 39, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",RF-Over Resampling,RF-ADASYN
324,yeast3,TPE,29,RF,SMOTEENN,Combine Resampling,0.940937969519154,"{'classifier': {'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 7, 'n_estimators': 119, 'name': 'RF', 'random_state': 29}, 'sub': {'random_state': 29, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",RF-Combine Resampling,RF-SMOTEENN
325,yeast4,TPE,9,RF,AllKNN,Under Resampling,0.8861398940991997,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 'log2', 'min_samples_leaf': 18, 'min_samples_split': 17, 'n_estimators': 142, 'name': 'RF', 'random_state': 9}, 'sub': {'allow_minority': True, 'kind_sel': 'all', 'n_neighbors': 11, 'smo_grp': 'UNDER', 'type': 'AllKNN'}}",RF-Under Resampling,RF-AllKNN
326,vehicle1,TPE,39,SVM,ClusterCentroids,Under Resampling,0.8583676641407323,"{'classifier': {'C': 43.610523116876884, 'coef0': -0.21801303877676528, 'degree': 3, 'gamma': 'auto', 'gamma_value': 6.604766126969048, 'kernel': 'rbf', 'name': 'SVM', 'probability': False, 'random_state': 39, 'shrinking': True, 'tol': 0.02563186879812432}, 'sub': {'estimator': 'MiniBatchKMeans', 'random_state': 39, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'hard'}}",SVM-Under Resampling,SVM-ClusterCentroids
327,vehicle1,TPE,9,SVM,OneSidedSelection,Under Resampling,0.8740127296824894,"{'classifier': {'C': 19.173628823750022, 'coef0': 0.7399341007470008, 'degree': 3, 'gamma': 'scale', 'gamma_value': 5.4655957826573305, 'kernel': 'poly', 'name': 'SVM', 'probability': False, 'random_state': 9, 'shrinking': False, 'tol': 0.07677589467028181}, 'sub': {'n_neighbors': 3, 'n_seeds_S': 17, 'random_state': 9, 'smo_grp': 'UNDER', 'type': 'OneSidedSelection'}}",SVM-Under Resampling,SVM-OneSidedSelection
328,vowel0,TPE,59,SVM,InstanceHardnessThreshold,Under Resampling,0.9451459993314201,"{'classifier': {'C': 124.60103887700755, 'coef0': -0.12721527626419113, 'degree': 2, 'gamma': 'auto', 'gamma_value': 3.327241326663295, 'kernel': 'rbf', 'name': 'SVM', 'probability': True, 'random_state': 59, 'shrinking': False, 'tol': 0.09813194380104923}, 'sub': {'cv': 8, 'estimator': 'gradient-boosting', 'random_state': 59, 'smo_grp': 'UNDER', 'type': 'InstanceHardnessThreshold'}}",SVM-Under Resampling,SVM-InstanceHardnessThreshold
329,vehicle3,TPE,9,SVM,ClusterCentroids,Under Resampling,0.829868104718045,"{'classifier': {'C': 16.87102392287053, 'coef0': -0.8141907644620539, 'degree': 2, 'gamma': 'auto', 'gamma_value': 6.863824998003427, 'kernel': 'rbf', 'name': 'SVM', 'probability': False, 'random_state': 9, 'shrinking': True, 'tol': 0.05098614631042014}, 'sub': {'estimator': 'KMeans', 'random_state': 9, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'soft'}}",SVM-Under Resampling,SVM-ClusterCentroids
330,yeast3,TPE,59,RF,ADASYN,Over Resampling,0.9432099747322038,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': None, 'min_samples_leaf': 9, 'min_samples_split': 2, 'n_estimators': 13, 'name': 'RF', 'random_state': 59}, 'sub': {'n_neighbors': 5, 'random_state': 59, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",RF-Over Resampling,RF-ADASYN
331,yeast4,TPE,39,RF,InstanceHardnessThreshold,Under Resampling,0.8817992371701635,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 7, 'n_estimators': 28, 'name': 'RF', 'random_state': 39}, 'sub': {'cv': 8, 'estimator': None, 'random_state': 39, 'smo_grp': 'UNDER', 'type': 'InstanceHardnessThreshold'}}",RF-Under Resampling,RF-InstanceHardnessThreshold
332,yeast3,TPE,9,RF,InstanceHardnessThreshold,Under Resampling,0.9451881651613788,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 'log2', 'min_samples_leaf': 12, 'min_samples_split': 17, 'n_estimators': 148, 'name': 'RF', 'random_state': 9}, 'sub': {'cv': 6, 'estimator': 'knn', 'random_state': 9, 'smo_grp': 'UNDER', 'type': 'InstanceHardnessThreshold'}}",RF-Under Resampling,RF-InstanceHardnessThreshold
333,yeast3,TPE,39,RF,ADASYN,Over Resampling,0.9424973072303268,"{'classifier': {'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_features': None, 'min_samples_leaf': 17, 'min_samples_split': 16, 'n_estimators': 66, 'name': 'RF', 'random_state': 39}, 'sub': {'n_neighbors': 5, 'random_state': 39, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",RF-Over Resampling,RF-ADASYN
334,abalone19,TPE,59,LR,SMOTEENN,Combine Resampling,0.7965128233160967,"{'classifier': {'C': 95.38750121907572, 'l1_ratio': 0.533680162781599, 'name': 'LR', 'penalty_solver': 'l2+saga', 'random_state': 59, 'tol': 0.03421148031291313}, 'sub': {'random_state': 59, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",LR-Combine Resampling,LR-SMOTEENN
335,abalone19,TPE,9,LR,SMOTEENN,Combine Resampling,0.7957505653060369,"{'classifier': {'C': 0.26984516958797355, 'l1_ratio': 0.06084943157431675, 'name': 'LR', 'penalty_solver': 'l1+saga', 'random_state': 9, 'tol': 0.02818603120572681}, 'sub': {'random_state': 9, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",LR-Combine Resampling,LR-SMOTEENN
336,abalone19,TPE,29,LR,ClusterCentroids,Under Resampling,0.8028060179178794,"{'classifier': {'C': 3.4507660769369033, 'l1_ratio': 0.5030123518179233, 'name': 'LR', 'penalty_solver': 'l2+lbfgs', 'random_state': 29, 'tol': 7.296627957681169e-05}, 'sub': {'estimator': 'KMeans', 'random_state': 29, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'hard'}}",LR-Under Resampling,LR-ClusterCentroids
337,pima,TPE,39,RF,SMOTE,Over Resampling,0.7699351591502951,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 17, 'min_samples_split': 4, 'n_estimators': 59, 'name': 'RF', 'random_state': 39}, 'sub': {'k_neighbors': 6, 'random_state': 39, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",RF-Over Resampling,RF-SMOTE
338,yeast1,TPE,59,RF,No Resampling,No Resampling,0.7322094636952695,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 13, 'min_samples_split': 8, 'n_estimators': 57, 'name': 'RF', 'random_state': 59}, 'sub': {'smo_grp': 'NO', 'type': 'NO'}}",RF-No Resampling,RF-No Resampling
339,abalone19,TPE,39,LR,SMOTEENN,Combine Resampling,0.7946700894763374,"{'classifier': {'C': 95.89439931283047, 'l1_ratio': 0.2625083098386465, 'name': 'LR', 'penalty_solver': 'elasticnet+saga', 'random_state': 39, 'tol': 0.07616947205027612}, 'sub': {'random_state': 39, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",LR-Combine Resampling,LR-SMOTEENN
340,yeast1,TPE,29,RF,RandomOverSampler,Over Resampling,0.7345494164799102,"{'classifier': {'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 13, 'min_samples_split': 4, 'n_estimators': 41, 'name': 'RF', 'random_state': 29}, 'sub': {'random_state': 29, 'smo_grp': 'OVER', 'type': 'RandomOverSampler'}}",RF-Over Resampling,RF-RandomOverSampler
341,pima,TPE,29,LR,CondensedNearestNeighbour,Under Resampling,0.7631014146039458,"{'classifier': {'C': 20.177061707221796, 'l1_ratio': 0.32745559380061773, 'name': 'LR', 'penalty_solver': 'l2+sag', 'random_state': 29, 'tol': 0.06995722014546979}, 'sub': {'n_neighbors': 44, 'n_seeds_S': 15, 'random_state': 29, 'smo_grp': 'UNDER', 'type': 'CondensedNearestNeighbour'}}",LR-Under Resampling,LR-CondensedNearestNeighbour
